weather_date,highest_temp,lowset_temp,weather,wind_direction,air_quality
2022-05-16 周一,23°,15°,晴,东南风2级,38 优
2022-05-17 周二,26°,19°,多云,南风2级,59 良
2022-05-18 周三,27°,20°,多云~小雨,东北风2级,64 良
2022-05-19 周四,23°,18°,多云~小雨,北风2级,62 良
2022-05-20 周五,19°,17°,小雨~多云,北风2级,38 优
2022-05-21 周六,23°,19°,多云,东北风2级,45 优
2022-05-22 周日,24°,19°,多云~小雨,西南风2级,54 良
2022-05-23 周一,23°,19°,小雨~阴,南风2级,39 优
2022-05-24 周二,26°,20°,雾~多云,南风1级,44 优
2022-05-25 周三,29°,22°,雾~小雨,东南风1级,43 优
2022-05-26 周四,22°,20°,中雨~多云,东北风2级,48 优
2022-05-27 周五,25°,21°,小雨~中雨,东北风1级,49 优
2022-05-28 周六,23°,20°,小雨,东南风1级,25 优
2022-05-29 周日,27°,23°,小雨~大雨,西南风3级,48 优
2022-05-30 周一,28°,24°,多云,西南风1级,31 优
2022-05-31 周二,28°,23°,小雨~中雨,东南风2级,39 优
2022-06-01 周三,29°,23°,雾~中雨,西南风2级,30 优
2022-06-02 周四,27°,24°,大雨~小雨,东南风1级,29 优
2022-06-03 周五,28°,24°,小雨~中雨,南风2级,24 优
2022-06-04 周六,31°,24°,中雨~暴雨,南风2级,17 优
2022-06-05 周日,30°,22°,暴雨~多云,西南风3级,24 优
2022-06-06 周一,31°,24°,雾~晴,东北风1级,51 良
2022-06-07 周二,33°,23°,多云~晴,东北风2级,74 良
2022-06-08 周三,31°,23°,晴~多云,东南风2级,50 优
2022-06-09 周四,25°,22°,小雨~雷阵雨,东南风2级,13 优
2022-06-10 周五,28°,22°,小雨~多云,东北风2级,16 优
2022-06-11 周六,23°,22°,多云~雷阵雨,东风2级,19 优
2022-06-12 周日,23°,21°,阴~雷阵雨,东北风2级,18 优
2022-06-13 周一,26°,21°,阴~多云,西风2级,27 优
2022-06-14 周二,28°,22°,雾~晴,西南风2级,48 优
2022-06-15 周三,31°,23°,雾~多云,西南风2级,50 优
2022-06-16 周四,31°,23°,多云,西南风2级,44 优
2022-06-17 周五,28°,23°,小雨~中雨,西南风2级,32 优
2022-06-18 周六,27°,24°,小雨~大雨,东南风2级,21 优
2022-06-19 周日,26°,24°,大雨,南风2级,17 优
2022-06-20 周一,28°,24°,小雨~雷阵雨,西南风2级,21 优
2022-06-21 周二,29°,25°,小雨~雷阵雨,南风3级,20 优
2022-06-22 周三,26°,25°,暴雨~多云,西南风3级,21 优
2022-06-23 周四,34°,27°,雾~多云,西南风3级,31 优
2022-06-24 周五,34°,27°,多云,西南风3级,36 优
2022-06-25 周六,33°,28°,多云~晴,西南风2级,37 优
2022-06-26 周日,35°,28°,晴~多云,西南风3级,36 优
2022-06-27 周一,35°,28°,多云,西南风3级,32 优
2022-06-28 周二,33°,26°,多云~雷阵雨,西南风3级,29 优
2022-06-29 周三,30°,23°,大暴雨~雷阵雨,西南风2级,30 优
2022-06-30 周四,31°,26°,小雨~多云,南风2级,34 优
2022-07-01 周五,34°,27°,多云,东北风2级,28 优
2022-07-02 周六,34°,27°,多云,东风2级,24 优
2022-07-03 周日,33°,27°,多云,东南风1级,24 优
2022-07-04 周一,33°,26°,多云~雷阵雨,东南风2级,25 优
2022-07-05 周二,28°,26°,小雨~雷阵雨,南风3级,21 优
2022-07-06 周三,34°,27°,多云~雷阵雨,西南风3级,24 优
2022-07-07 周四,33°,27°,多云,西南风2级,27 优
2022-07-08 周五,34°,28°,多云,西南风3级,26 优
2022-07-09 周六,35°,28°,晴,西南风3级,37 优
2022-07-10 周日,36°,29°,晴,西南风3级,43 优
2022-07-11 周一,37°,29°,多云~晴,西南风2级,47 优
2022-07-12 周二,37°,30°,晴,西南风2级,48 优
2022-07-13 周三,37°,29°,晴,西南风2级,50 优
2022-07-14 周四,37°,30°,多云~晴,西南风2级,59 良
2022-07-15 周五,38°,29°,多云,西南风3级,56 良
2022-07-16 周六,37°,30°,多云,西南风3级,51 良
2022-07-17 周日,36°,27°,多云~中雨,西南风2级,43 优
2022-07-18 周一,31°,27°,中雨~雷阵雨,西南风2级,26 优
2022-07-19 周二,31°,28°,小雨~多云,西南风2级,33 优
2022-07-20 周三,35°,29°,多云~晴,西南风3级,35 优
2022-07-21 周四,35°,29°,多云~晴,西南风3级,44 优
2022-07-22 周五,37°,30°,晴,西南风3级,39 优
2022-07-23 周六,38°,29°,多云~晴,西南风3级,40 优
2022-07-24 周日,37°,28°,多云,西南风2级,42 优
2022-07-25 周一,38°,29°,晴,西南风2级,49 优
2022-07-26 周二,37°,30°,多云~晴,西南风2级,56 良
2022-07-27 周三,39°,30°,多云~晴,西南风2级,57 良
2022-07-28 周四,39°,30°,多云,西南风2级,59 良
2022-07-29 周五,35°,28°,阴~多云,东北风2级,34 优
2022-07-30 周六,33°,28°,小雨~多云,西北风2级,32 优
2022-07-31 周日,35°,28°,多云,北风1级,47 优
2022-08-01 周一,36°,29°,多云,东北风2级,49 优
2022-08-02 周二,37°,29°,多云,东北风1级,57 良
2022-08-03 周三,35°,29°,多云,东风2级,56 良
2022-08-04 周四,36°,29°,晴,南风2级,40 优
2022-08-05 周五,34°,29°,多云,西南风3级,23 优
2022-08-06 周六,35°,29°,多云~晴,西南风3级,23 优
2022-08-07 周日,37°,28°,多云,西南风2级,34 优
2022-08-08 周一,36°,28°,晴,南风2级,26 优
2022-08-09 周二,37°,29°,晴,西南风2级,33 优
2022-08-10 周三,37°,29°,多云~晴,西南风2级,36 优
2022-08-11 周四,36°,30°,多云~晴,西南风2级,31 优
2022-08-12 周五,37°,30°,多云~晴,西南风3级,33 优
2022-08-13 周六,38°,30°,多云~晴,西南风2级,28 优
2022-08-14 周日,37°,30°,多云~晴,西南风2级,28 优
2022-08-15 周一,38°,31°,多云~晴,西南风2级,42 优
2022-08-16 周二,38°,30°,多云~晴,西南风2级,44 优
2022-08-17 周三,39°,31°,多云~晴,西南风2级,45 优
2022-08-18 周四,39°,31°,多云~晴,东南风2级,38 优
2022-08-19 周五,38°,31°,多云~晴,西南风2级,33 优
2022-08-20 周六,37°,30°,多云~晴,西南风3级,25 优
2022-08-21 周日,36°,30°,多云~晴,西南风3级,26 优
2022-08-22 周一,38°,31°,晴,西南风3级,31 优
2022-08-23 周二,39°,30°,多云,东北风2级,48 优
2022-08-24 周三,37°,29°,多云~晴,东北风3级,61 良
2022-08-25 周四,37°,29°,多云~晴,西南风2级,50 优
2022-08-26 周五,36°,29°,多云~晴,西南风3级,29 优
2022-08-27 周六,38°,28°,多云,北风2级,45 优
2022-08-28 周日,37°,29°,多云,东北风2级,50 优
2022-08-29 周一,37°,27°,多云,东北风2级,32 优
2022-08-30 周二,33°,25°,多云,北风3级,47 优
2022-08-31 周三,29°,23°,多云,北风3级,39 优
2022-09-01 周四,26°,23°,多云,北风3级,39 优
2022-09-02 周五,31°,23°,雾~多云,北风3级,56 良
2022-09-03 周六,28°,24°,多云,北风3级,39 优
2022-09-04 周日,33°,24°,多云,西北风3级,48 优
2022-09-05 周一,34°,25°,晴,北风2级,56 良
2022-09-06 周二,36°,25°,晴~多云,东北风2级,54 良
2022-09-07 周三,36°,26°,多云,东北风2级,57 良
2022-09-08 周四,35°,25°,多云,东北风3级,72 良
2022-09-09 周五,34°,25°,多云,东北风3级,70 良
2022-09-10 周六,33°,24°,多云,东北风2级,62 良
2022-09-11 周日,33°,24°,多云~晴,东北风3级,53 良
2022-09-12 周一,34°,24°,晴,东北风3级,62 良
2022-09-13 周二,32°,24°,晴~多云,北风3级,52 良
2022-09-14 周三,32°,24°,多云,北风3级,33 优
2022-09-15 周四,32°,24°,晴~多云,西北风2级,44 优
2022-09-16 周五,33°,25°,晴,北风2级,56 良
2022-09-17 周六,34°,25°,晴,东北风2级,57 良
2022-09-18 周日,34°,25°,晴,东北风3级,56 良
2022-09-19 周一,34°,23°,晴,东北风3级,52 良
2022-09-20 周二,30°,23°,多云,北风3级,62 良
2022-09-21 周三,28°,22°,多云~阴,北风3级,62 良
2022-09-22 周四,28°,23°,多云,北风2级,52 良
2022-09-23 周五,30°,22°,多云,北风3级,56 良
2022-09-24 周六,30°,21°,多云,东北风3级,71 良
2022-09-25 周日,30°,22°,多云,东北风3级,57 良
2022-09-26 周一,32°,23°,晴,东北风2级,74 良
2022-09-27 周二,33°,24°,晴,东北风3级,63 良
2022-09-28 周三,32°,23°,晴~多云,东北风3级,64 良
2022-09-29 周四,33°,25°,晴~多云,东北风2级,70 良
2022-09-30 周五,36°,27°,晴,东北风2级,71 良
2022-10-01 周六,37°,28°,晴,南风2级,62 良
2022-10-02 周日,37°,28°,晴,西南风2级,44 优
2022-10-03 周一,38°,27°,晴,西南风2级,44 优
2022-10-04 周二,33°,19°,多云,北风4级,214 重度
2022-10-05 周三,18°,16°,多云~阴,北风3级,49 优
2022-10-06 周四,16°,15°,小雨,北风3级,26 优
2022-10-07 周五,15°,14°,多云~小雨,北风3级,18 优
2022-10-08 周六,17°,16°,多云~小雨,北风2级,29 优
2022-10-09 周日,21°,13°,小雨~多云,西北风3级,29 优
2022-10-10 周一,21°,12°,晴,北风3级,47 优
2022-10-11 周二,22°,13°,多云~晴,东北风3级,45 优
2022-10-12 周三,23°,14°,晴,东北风3级,52 良
2022-10-13 周四,24°,15°,晴,东北风3级,52 良
2022-10-14 周五,26°,17°,晴,北风3级,57 良
2022-10-15 周六,26°,17°,晴,北风3级,57 良
2022-10-16 周日,27°,18°,晴,北风3级,56 良
2022-10-17 周一,25°,14°,多云~晴,东北风4级,73 良
2022-10-18 周二,22°,13°,晴,东北风4级,50 优
2022-10-19 周三,23°,14°,晴,东北风3级,53 良
2022-10-20 周四,25°,15°,多云,东北风2级,54 良
2022-10-21 周五,28°,18°,晴,东北风2级,59 良
2022-10-22 周六,29°,18°,晴,东北风3级,61 良
2022-10-23 周日,27°,18°,晴,北风3级,73 良
2022-10-24 周一,25°,18°,多云,东北风3级,75 良
2022-10-25 周二,23°,18°,多云~阴,东北风2级,58 良
2022-10-26 周三,25°,18°,多云~阴,东北风2级,58 良
2022-10-27 周四,16°,15°,小雨,北风3级,60 良
2022-10-28 周五,18°,16°,小雨~阴,北风3级,32 优
2022-10-29 周六,21°,15°,多云,北风3级,53 良
2022-10-30 周日,24°,16°,晴~多云,北风3级,57 良
2022-10-31 周一,24°,16°,晴~多云,北风4级,58 良
2022-11-01 周二,24°,16°,多云~晴,东北风3级,63 良
2022-11-02 周三,25°,17°,晴~多云,东北风3级,51 良
2022-11-03 周四,21°,17°,多云~阴,东北风1级,68 良
2022-11-04 周五,18°,15°,小雨~多云,东北风3级,61 良
2022-11-05 周六,21°,14°,晴,东北风2级,53 良
2022-11-06 周日,20°,14°,多云~晴,东南风2级,56 良
2022-11-07 周一,25°,16°,晴,东北风1级,60 良
2022-11-08 周二,26°,17°,晴~多云,东北风2级,58 良
2022-11-09 周三,28°,18°,多云~晴,东北风1级,72 良
2022-11-10 周四,30°,19°,晴,东北风2级,63 良
2022-11-11 周五,32°,20°,多云~晴,东北风2级,59 良
2022-11-12 周六,32°,15°,晴~多云,西北风3级,60 良
2022-11-13 周日,21°,13°,多云~阴,北风4级,58 良
2022-11-14 周一,14°,12°,小雨,北风2级,44 优
2022-11-15 周二,15°,12°,雾~小雨,东北风1级,45 优
2022-11-16 周三,15°,12°,小雨,东北风2级,42 优
2022-11-17 周四,15°,14°,多云~小雨,东北风2级,33 优
2022-11-18 周五,15°,14°,暴雨~阴,北风2级,45 优
2022-11-19 周六,18°,14°,雾~阴,北风1级,36 优
2022-11-20 周日,21°,15°,雾~多云,东北风1级,52 良
2022-11-21 周一,23°,16°,多云~小雨,东北风2级,50 优
2022-11-22 周二,19°,15°,多云,北风3级,43 优
2022-11-23 周三,21°,14°,多云,北风3级,37 优
2022-11-24 周四,21°,15°,雾~阴,东北风2级,47 优
2022-11-25 周五,20°,15°,雾~多云,南风1级,65 良
2022-11-26 周六,22°,15°,多云,东风1级,82 良
2022-11-27 周日,18°,17°,阴~小雨,东南风2级,46 优
2022-11-28 周一,24°,14°,大雨~暴雨,东南风2级,26 优
2022-11-29 周二,13°,5°,小雨,北风4级,19 优
2022-11-30 周三,3°,1°,多云~雨夹雪,北风4级,32 优
2022-12-01 周四,1°,0°,小雪~小雨,北风3级,-
2022-12-02 周五,4°,3°,多云~阴,北风2级,-
2022-12-03 周六,6°,5°,中雨~小雨,北风2级,-
2022-12-04 周日,6°,5°,小雨,北风3级,-
2022-12-05 周一,6°,4°,多云~阴,西北风3级,-
2022-12-06 周二,10°,8°,多云~阴,北风2级,-
2022-12-07 周三,10°,8°,雾~多云,东北风1级,-
2022-12-08 周四,14°,9°,多云,东北风1级,-
2022-12-09 周五,15°,8°,多云,北风2级,-
2022-12-10 周六,15°,6°,多云,北风3级,-
2022-12-11 周日,8°,4°,多云~阴,北风4级,-
2022-12-12 周一,12°,4°,多云~晴,北风3级,-
2022-12-13 周二,14°,4°,晴~多云,东北风3级,-
2022-12-14 周三,14°,4°,晴,东北风3级,-
2022-12-15 周四,13°,7°,多云,东风2级,-
2022-12-16 周五,9°,2°,多云~雨夹雪,北风4级,-
2022-12-17 周六,9°,-1°,多云~晴,西北风5级,-
2022-12-18 周日,9°,0°,晴,西北风1级,-
2022-12-19 周一,12°,2°,晴,东南风1级,-
2022-12-20 周二,10°,3°,多云,东北风1级,-
2022-12-21 周三,15°,3°,晴,西南风2级,-
2022-12-22 周四,13°,1°,晴,东北风3级,-
2022-12-23 周五,11°,2°,晴,东北风2级,-
2022-12-24 周六,13°,3°,晴,东北风2级,-
2022-12-25 周日,13°,4°,晴~多云,东北风2级,-
2022-12-26 周一,9°,5°,多云,东北风3级,-
2022-12-27 周二,9°,4°,多云~小雨,北风3级,-
2022-12-28 周三,5°,2°,小雨,西北风2级,-
2022-12-29 周四,4°,2°,小雨~多云,西北风3级,-
2022-12-30 周五,9°,3°,多云~晴,东北风2级,-
2022-12-31 周六,10°,6°,雾~多云,东北风2级,73 良
2023-01-01 周日,12°,6°,多云,北风2级,84 良
2023-01-02 周一,8°,6°,多云,北风3级,76 良
2023-01-03 周二,10°,6°,多云,东北风3级,108 轻度
2023-01-04 周三,13°,6°,多云,东北风2级,50 优
2023-01-05 周四,14°,8°,多云~晴,东北风2级,60 良
2023-01-06 周五,17°,7°,雾~晴,西北风1级,85 良
2023-01-07 周六,18°,6°,多云~晴,东南风1级,108 轻度
2023-01-08 周日,20°,9°,多云,南风2级,115 轻度
2023-01-09 周一,18°,8°,多云~晴,东北风1级,92 良
2023-01-10 周二,16°,6°,多云~晴,东北风3级,166 中度
2023-01-11 周三,17°,13°,多云~雷阵雨,东南风1级,130 轻度
2023-01-12 周四,16°,14°,小雨~中雨,西南风2级,100 良
2023-01-13 周五,21°,11°,中雨,南风1级,38 优
2023-01-14 周六,11°,1°,阴~小雪,北风4级,24 优
2023-01-15 周日,1°,-1°,中雪~多云,北风4级,32 优
2023-01-16 周一,3°,1°,晴~多云,北风3级,51 良
2023-01-17 周二,5°,0°,阴~多云,北风2级,59 良
2023-01-18 周三,9°,3°,晴~多云,东北风2级,66 良
2023-01-19 周四,8°,3°,多云,东北风1级,73 良
2023-01-20 周五,11°,6°,多云,东北风3级,84 良
2023-01-21 周六,10°,6°,多云~小雨,东北风2级,100 良
2023-01-22 周日,7°,6°,小雨,北风2级,102 轻度
2023-01-23 周一,7°,1°,雾~多云,西北风3级,76 良
2023-01-24 周二,6°,-2°,多云~晴,北风4级,95 良
2023-01-25 周三,5°,0°,晴,东风1级,60 良
2023-01-26 周四,5°,1°,多云,东北风1级,65 良
2023-01-27 周五,8°,-2°,晴,东北风3级,88 良
2023-01-28 周六,9°,-1°,晴,北风2级,71 良
2023-01-29 周日,12°,1°,晴,西南风1级,62 良
2023-01-30 周一,15°,2°,晴,南风2级,79 良
2023-01-31 周二,21°,9°,晴,西南风2级,79 良
2023-02-01 周三,17°,7°,多云~阴,东北风2级,93 良
2023-02-02 周四,7°,4°,多云~小雨,北风3级,82 良
2023-02-03 周五,6°,5°,小雨,东北风2级,48 优
2023-02-04 周六,8°,6°,小雨,北风2级,74 良
2023-02-05 周日,8°,7°,中雨~小雨,西北风1级,81 良
2023-02-06 周一,9°,7°,小雨~阴,西北风1级,68 良
2023-02-07 周二,13°,9°,雾~小雨,北风2级,93 良
2023-02-08 周三,10°,8°,中雨,北风2级,58 良
2023-02-09 周四,10°,7°,小雨~阴,北风2级,47 优
2023-02-10 周五,9°,7°,小雨,东北风2级,52 良
2023-02-11 周六,9°,8°,阴~中雨,东北风2级,42 优
2023-02-12 周日,11°,6°,雾~小雨,北风2级,24 优
2023-02-13 周一,7°,4°,小雨~阴,北风4级,19 优
2023-02-14 周二,10°,3°,多云~晴,北风3级,43 优
2023-02-15 周三,11°,3°,雾~晴,东北风3级,59 良
2023-02-16 周四,12°,7°,多云~晴,东北风1级,71 良
2023-02-17 周五,15°,9°,多云,西南风2级,75 良
2023-02-18 周六,20°,11°,雾~小雨,西风1级,83 良
2023-02-19 周日,16°,8°,多云~晴,北风3级,106 轻度
2023-02-20 周一,17°,7°,多云~晴,东北风3级,129 轻度
2023-02-21 周二,15°,6°,多云~晴,东北风3级,78 良
2023-02-22 周三,11°,7°,多云,北风3级,64 良
2023-02-23 周四,10°,7°,雾~小雨,北风2级,78 良
2023-02-24 周五,11°,7°,雾~多云,北风3级,61 良
2023-02-25 周六,14°,5°,雾~晴,东北风3级,99 良
2023-02-26 周日,14°,5°,晴,东北风3级,74 良
2023-02-27 周一,15°,6°,晴,东风1级,62 良
2023-02-28 周二,16°,9°,小雨~多云,东北风1级,76 良
2023-03-01 周三,19°,10°,多云,东北风3级,77 良
2023-03-02 周四,19°,9°,多云,东北风3级,109 轻度
2023-03-03 周五,17°,9°,多云~晴,西南风2级,98 良
2023-03-04 周六,19°,9°,多云~晴,南风1级,134 轻度
2023-03-05 周日,23°,10°,多云~晴,东南风2级,105 轻度
2023-03-06 周一,25°,12°,晴,东南风2级,81 良
2023-03-07 周二,26°,17°,多云~阴,西南风2级,80 良
2023-03-08 周三,19°,14°,小雨~雾,西北风1级,98 良
2023-03-09 周四,23°,12°,雾~晴,西南风1级,79 良
2023-03-10 周五,26°,18°,雾~小雨,南风2级,83 良
2023-03-11 周六,21°,13°,小雨,东北风2级,72 良
2023-03-12 周日,19°,9°,多云,东北风5级,105 轻度
2023-03-13 周一,19°,7°,多云~晴,北风2级,78 良
2023-03-14 周二,24°,14°,晴~小雨,西南风3级,77 良
2023-03-15 周三,24°,14°,小雨~多云,东南风2级,71 良
2023-03-16 周四,24°,12°,多云~中雨,东北风2级,117 轻度
2023-03-17 周五,11°,8°,小雨~阴,北风3级,41 优
2023-03-18 周六,11°,9°,小雨,北风2级,38 优
2023-03-19 周日,10°,9°,中雨~小雨,北风1级,31 优
2023-03-20 周一,12°,11°,雾~中雨,南风1级,36 优
2023-03-21 周二,14°,12°,雾~中雨,北风1级,32 优
2023-03-22 周三,18°,13°,暴雨~阴,北风2级,22 优
2023-03-23 周四,17°,11°,小雨~中雨,东北风3级,40 优
2023-03-24 周五,10°,8°,小雨~阴,北风4级,58 良
2023-03-25 周六,10°,8°,小雨~阴,北风2级,58 良
2023-03-26 周日,17°,12°,多云,东北风3级,43 优
2023-03-27 周一,15°,10°,多云~阴,北风1级,82 良
2023-03-28 周二,17°,12°,多云~阴,东北风2级,72 良
2023-03-29 周三,13°,11°,小雨~阴,东北风1级,77 良
2023-03-30 周四,19°,11°,雾~晴,东北风1级,65 良
2023-03-31 周五,21°,13°,雾~多云,东风2级,62 良
2023-04-01 周六,24°,15°,雾~晴,东南风1级,59 良
2023-04-02 周日,25°,19°,小雨~雷阵雨,东南风2级,61 良
2023-04-03 周一,25°,17°,小雨~暴雨,南风4级,41 优
2023-04-04 周二,18°,13°,中雨~小雨,东北风2级,31 优
2023-04-05 周三,19°,13°,多云~小雨,东北风3级,33 优
2023-04-06 周四,14°,10°,中雨~多云,北风3级,32 优
2023-04-07 周五,20°,13°,雾~多云,东北风3级,55 良
2023-04-08 周六,22°,12°,晴,东北风3级,60 良
2023-04-09 周日,24°,14°,晴,南风2级,68 良
2023-04-10 周一,25°,19°,多云~小雨,西南风3级,74 良
2023-04-11 周二,25°,19°,小雨,西南风1级,70 良
2023-04-12 周三,28°,20°,小雨~中雨,东北风2级,86 良
2023-04-13 周四,21°,18°,暴雨~中雨,南风2级,46 优
2023-04-14 周五,20°,18°,小雨~多云,北风2级,32 优
2023-04-15 周六,27°,17°,多云~晴,西北风2级,75 良
2023-04-16 周日,30°,18°,晴,西南风3级,77 良
2023-04-17 周一,34°,23°,晴~多云,西南风3级,79 良
2023-04-18 周二,22°,21°,大暴雨~小雨,东南风2级,42 优
2023-04-19 周三,26°,21°,多云~晴,东北风2级,38 优
2023-04-20 周四,30°,20°,雾~多云,东北风2级,63 良
2023-04-21 周五,28°,19°,多云~雷阵雨,东北风3级,51 良
2023-04-22 周六,18°,13°,大雨~中雨,北风3级,53 良
2023-04-23 周日,14°,11°,中雨~小雨,北风3级,29 优
2023-04-24 周一,13°,12°,大雨~小雨,北风3级,17 优
2023-04-25 周二,15°,11°,小雨~晴,西北风1级,39 优
2023-04-26 周三,20°,13°,小雨~晴,东北风2级,35 优
2023-04-27 周四,23°,18°,多云~雷阵雨,西南风2级,47 优
2023-04-28 周五,21°,14°,中雨~雷阵雨,西南风1级,46 优
2023-04-29 周六,18°,11°,多云~晴,西北风2级,113 轻度
2023-04-30 周日,24°,13°,晴,西南风1级,118 轻度
2023-05-01 周一,28°,18°,多云~晴,东南风2级,90 良
2023-05-02 周二,28°,22°,多云~阴,南风2级,65 良
2023-05-03 周三,29°,24°,多云~阴,南风3级,48 优
2023-05-04 周四,31°,22°,多云~大雨,西南风4级,35 优
2023-05-05 周五,27°,21°,多云~中雨,西北风1级,28 优
2023-05-06 周六,20°,18°,中雨~小雨,北风3级,31 优
2023-05-07 周日,23°,17°,多云,北风4级,41 优
2023-05-08 周一,25°,16°,多云~晴,北风3级,42 优
2023-05-09 周二,25°,18°,晴~阴,东北风2级,49 优
2023-05-10 周三,22°,17°,小雨,北风2级,54 良
2023-05-11 周四,21°,17°,小雨~多云,北风2级,52 良
2023-05-12 周五,25°,17°,雾~晴,西北风1级,47 优
2023-05-13 周六,28°,19°,雾~多云,西南风2级,70 良
2023-05-14 周日,29°,20°,雾~晴,西南风2级,75 良
2023-05-15 周一,31°,23°,雾~多云,西南风2级,65 良
2023-05-16 周二,26°,22°,小雨~大雨,东南风1级,56 良
2023-05-17 周三,25°,22°,大雨~阴,西南风2级,38 优
2023-05-18 周四,30°,22°,小雨~晴,东北风3级,41 优
2023-05-19 周五,31°,24°,多云,东北风2级,59 良
2023-05-20 周六,26°,23°,小雨~雷阵雨,东南风2级,56 良
2023-05-21 周日,24°,19°,暴雨~大雨,西南风1级,33 优
2023-05-22 周一,19°,16°,多云,北风4级,42 优
2023-05-23 周二,23°,19°,多云~小雨,东北风2级,66 良
2023-05-24 周三,24°,19°,多云,东北风1级,61 良
2023-05-25 周四,27°,23°,雾~雷阵雨,南风1级,56 良
2023-05-26 周五,32°,24°,雾~晴,西南风2级,54 良
2023-05-27 周六,35°,25°,多云,西南风2级,44 优
2023-05-28 周日,36°,27°,晴~多云,西南风2级,40 优
2023-05-29 周一,36°,28°,晴,东北风1级,49 优
2023-05-30 周二,34°,25°,晴,东北风3级,47 优
2023-05-31 周三,32°,24°,多云~晴,北风3级,31 优
2023-06-01 周四,31°,25°,多云,北风2级,42 优
2023-06-02 周五,33°,26°,多云~晴,东北风2级,49 优
2023-06-03 周六,31°,25°,多云,东北风3级,67 良
2023-06-04 周日,33°,25°,多云~小雨,东北风1级,79 良
2023-06-05 周一,30°,22°,雷阵雨,东北风3级,54 良
2023-06-06 周二,25°,22°,多云,东北风1级,35 优
2023-06-07 周三,30°,24°,阴~中雨,西南风2级,46 优
2023-06-08 周四,28°,24°,阴~多云,东北风1级,26 优
2023-06-09 周五,33°,25°,阵雨~晴,西南风2级,44 优
2023-06-10 周六,33°,24°,晴~多云,西南风2级,40 优
2023-06-11 周日,34°,26°,多云,东风1级,55 良
2023-06-12 周一,34°,27°,多云~雷阵雨,东北风1级,61 良
2023-06-13 周二,27°,23°,小雨~多云,北风3级,44 优
2023-06-14 周三,30°,24°,多云,东北风2级,61 良
2023-06-15 周四,32°,24°,雾~雷阵雨,东风2级,57 良
2023-06-16 周五,28°,23°,多云~雷阵雨,东北风2级,38 优
2023-06-17 周六,31°,25°,多云~雷阵雨,南风2级,33 优
2023-06-18 周日,33°,27°,多云~雷阵雨,西南风3级,22 优
2023-06-19 周一,34°,26°,多云~中雨,西南风3级,24 优
2023-06-20 周二,28°,25°,大雨,西南风2级,18 优
2023-06-21 周三,28°,23°,小雨~中雨,东风1级,30 优
2023-06-22 周四,25°,21°,中雨~大雨,东北风2级,28 优
2023-06-23 周五,23°,22°,小雨~雷阵雨,东北风2级,26 优
2023-06-24 周六,25°,23°,中雨~大雨,东南风1级,23 优
2023-06-25 周日,27°,24°,小雨~中雨,西南风2级,18 优
2023-06-26 周一,30°,25°,多云,西南风3级,19 优
2023-06-27 周二,33°,26°,多云~晴,西南风3级,29 优
2023-06-28 周三,34°,28°,多云~晴,西南风3级,19 优
2023-06-29 周四,35°,28°,多云,西南风3级,24 优
2023-06-30 周五,32°,27°,多云~阴,西南风2级,33 优
2023-07-01 周六,34°,28°,小雨~多云,西南风2级,34 优
2023-07-02 周日,35°,28°,多云,西南风3级,36 优
2023-07-03 周一,34°,28°,多云,西南风3级,18 优
2023-07-04 周二,34°,28°,多云~雷阵雨,西南风3级,27 优
2023-07-05 周三,33°,29°,多云~晴,西南风3级,28 优
2023-07-06 周四,36°,30°,多云~晴,西南风4级,31 优
2023-07-07 周五,35°,30°,多云,西南风4级,31 优
2023-07-08 周六,36°,30°,多云~晴,西南风4级,36 优
2023-07-09 周日,36°,29°,多云,西南风3级,33 优
2023-07-10 周一,37°,29°,多云~晴,西南风3级,35 优
2023-07-11 周二,36°,30°,晴,西南风3级,35 优
2023-07-12 周三,37°,30°,多云~晴,西南风3级,38 优
2023-07-13 周四,36°,30°,多云~晴,西南风3级,37 优
2023-07-14 周五,37°,29°,阴,西南风2级,40 优
2023-07-15 周六,34°,28°,阴~多云,北风3级,32 优
2023-07-16 周日,32°,27°,小雨~雷阵雨,东北风4级,52 良
2023-07-17 周一,33°,27°,阴~多云,东北风3级,37 优
2023-07-18 周二,35°,27°,多云~雷阵雨,东北风2级,31 优
2023-07-19 周三,35°,27°,小雨~雷阵雨,东南风1级,23 优
2023-07-20 周四,34°,27°,小雨~雷阵雨,西南风2级,26 优
2023-07-21 周五,34°,27°,小雨~雷阵雨,西南风2级,26 优
2023-07-22 周六,34°,26°,暴雨~中雨,西南风2级,21 优
2023-07-23 周日,28°,26°,阴~多云,西南风3级,18 优
2023-07-24 周一,35°,27°,阴~多云,西南风1级,32 优
2023-07-25 周二,34°,27°,阴~多云,东南风1级,34 优
2023-07-26 周三,33°,27°,阴~多云,东北风2级,36 优
2023-07-27 周四,35°,27°,阴~多云,东北风3级,24 优
2023-07-28 周五,30°,26°,阴~中雨,东北风3级,18 优
2023-07-29 周六,30°,26°,中雨~小雨,南风2级,16 优
2023-07-30 周日,33°,27°,小雨~多云,南风2级,22 优
2023-07-31 周一,31°,26°,小雨~中雨,南风2级,23 优
2023-08-01 周二,34°,27°,阴~多云,东风2级,23 优
2023-08-02 周三,35°,28°,阴~晴,东北风2级,30 优
2023-08-03 周四,37°,30°,阴~晴,东北风2级,31 优
2023-08-04 周五,37°,30°,多云~晴,北风2级,39 优
2023-08-05 周六,37°,30°,阴~晴,南风1级,50 优
