weather_date,date,month_day,weekday,weather,highest_temp,lowest_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree
2022-05-25 周三,2022-05-25,05-25,周三,雾~小雨,29,22,7,东南风1级,东南风,1级,43 优,43,优
2022-05-26 周四,2022-05-26,05-26,周四,中雨~多云,22,20,2,东北风2级,东北风,2级,48 优,48,优
2022-05-27 周五,2022-05-27,05-27,周五,小雨~中雨,25,21,4,东北风1级,东北风,1级,49 优,49,优
2022-05-28 周六,2022-05-28,05-28,周六,小雨,23,20,3,东南风1级,东南风,1级,25 优,25,优
2022-05-29 周日,2022-05-29,05-29,周日,小雨~大雨,27,23,4,西南风3级,西南风,3级,48 优,48,优
2022-05-30 周一,2022-05-30,05-30,周一,多云,28,24,4,西南风1级,西南风,1级,31 优,31,优
2022-05-31 周二,2022-05-31,05-31,周二,小雨~中雨,28,23,5,东南风2级,东南风,2级,39 优,39,优
2022-06-01 周三,2022-06-01,06-01,周三,雾~中雨,29,23,6,西南风2级,西南风,2级,30 优,30,优
2022-06-02 周四,2022-06-02,06-02,周四,大雨~小雨,27,24,3,东南风1级,东南风,1级,29 优,29,优
2022-06-03 周五,2022-06-03,06-03,周五,小雨~中雨,28,24,4,南风2级,南风,2级,24 优,24,优
2022-06-04 周六,2022-06-04,06-04,周六,中雨~暴雨,31,24,7,南风2级,南风,2级,17 优,17,优
2022-06-05 周日,2022-06-05,06-05,周日,暴雨~多云,30,22,8,西南风3级,西南风,3级,24 优,24,优
2022-06-06 周一,2022-06-06,06-06,周一,雾~晴,31,24,7,东北风1级,东北风,1级,51 良,51,良
2022-06-07 周二,2022-06-07,06-07,周二,多云~晴,33,23,10,东北风2级,东北风,2级,74 良,74,良
2022-06-08 周三,2022-06-08,06-08,周三,晴~多云,31,23,8,东南风2级,东南风,2级,50 优,50,优
2022-06-09 周四,2022-06-09,06-09,周四,小雨~雷阵雨,25,22,3,东南风2级,东南风,2级,13 优,13,优
2022-06-10 周五,2022-06-10,06-10,周五,小雨~多云,28,22,6,东北风2级,东北风,2级,16 优,16,优
2022-06-11 周六,2022-06-11,06-11,周六,多云~雷阵雨,23,22,1,东风2级,东风,2级,19 优,19,优
2022-06-12 周日,2022-06-12,06-12,周日,阴~雷阵雨,23,21,2,东北风2级,东北风,2级,18 优,18,优
2022-06-13 周一,2022-06-13,06-13,周一,阴~多云,26,21,5,西风2级,西风,2级,27 优,27,优
2022-06-14 周二,2022-06-14,06-14,周二,雾~晴,28,22,6,西南风2级,西南风,2级,48 优,48,优
2022-06-15 周三,2022-06-15,06-15,周三,雾~多云,31,23,8,西南风2级,西南风,2级,50 优,50,优
2022-06-16 周四,2022-06-16,06-16,周四,多云,31,23,8,西南风2级,西南风,2级,44 优,44,优
2022-06-17 周五,2022-06-17,06-17,周五,小雨~中雨,28,23,5,西南风2级,西南风,2级,32 优,32,优
2022-06-18 周六,2022-06-18,06-18,周六,小雨~大雨,27,24,3,东南风2级,东南风,2级,21 优,21,优
2022-06-19 周日,2022-06-19,06-19,周日,大雨,26,24,2,南风2级,南风,2级,17 优,17,优
2022-06-20 周一,2022-06-20,06-20,周一,小雨~雷阵雨,28,24,4,西南风2级,西南风,2级,21 优,21,优
2022-06-21 周二,2022-06-21,06-21,周二,小雨~雷阵雨,29,25,4,南风3级,南风,3级,20 优,20,优
2022-06-22 周三,2022-06-22,06-22,周三,暴雨~多云,26,25,1,西南风3级,西南风,3级,21 优,21,优
2022-06-23 周四,2022-06-23,06-23,周四,雾~多云,34,27,7,西南风3级,西南风,3级,31 优,31,优
2022-06-24 周五,2022-06-24,06-24,周五,多云,34,27,7,西南风3级,西南风,3级,36 优,36,优
2022-06-25 周六,2022-06-25,06-25,周六,多云~晴,33,28,5,西南风2级,西南风,2级,37 优,37,优
2022-06-26 周日,2022-06-26,06-26,周日,晴~多云,35,28,7,西南风3级,西南风,3级,36 优,36,优
2022-06-27 周一,2022-06-27,06-27,周一,多云,35,28,7,西南风3级,西南风,3级,32 优,32,优
2022-06-28 周二,2022-06-28,06-28,周二,多云~雷阵雨,33,26,7,西南风3级,西南风,3级,29 优,29,优
2022-06-29 周三,2022-06-29,06-29,周三,大暴雨~雷阵雨,30,23,7,西南风2级,西南风,2级,30 优,30,优
2022-06-30 周四,2022-06-30,06-30,周四,小雨~多云,31,26,5,南风2级,南风,2级,34 优,34,优
2022-07-01 周五,2022-07-01,07-01,周五,多云,34,27,7,东北风2级,东北风,2级,28 优,28,优
2022-07-02 周六,2022-07-02,07-02,周六,多云,34,27,7,东风2级,东风,2级,24 优,24,优
2022-07-03 周日,2022-07-03,07-03,周日,多云,33,27,6,东南风1级,东南风,1级,24 优,24,优
2022-07-04 周一,2022-07-04,07-04,周一,多云~雷阵雨,33,26,7,东南风2级,东南风,2级,25 优,25,优
2022-07-05 周二,2022-07-05,07-05,周二,小雨~雷阵雨,28,26,2,南风3级,南风,3级,21 优,21,优
2022-07-06 周三,2022-07-06,07-06,周三,多云~雷阵雨,34,27,7,西南风3级,西南风,3级,24 优,24,优
2022-07-07 周四,2022-07-07,07-07,周四,多云,33,27,6,西南风2级,西南风,2级,27 优,27,优
2022-07-08 周五,2022-07-08,07-08,周五,多云,34,28,6,西南风3级,西南风,3级,26 优,26,优
2022-07-09 周六,2022-07-09,07-09,周六,晴,35,28,7,西南风3级,西南风,3级,37 优,37,优
2022-07-10 周日,2022-07-10,07-10,周日,晴,36,29,7,西南风3级,西南风,3级,43 优,43,优
2022-07-11 周一,2022-07-11,07-11,周一,多云~晴,37,29,8,西南风2级,西南风,2级,47 优,47,优
2022-07-12 周二,2022-07-12,07-12,周二,晴,37,30,7,西南风2级,西南风,2级,48 优,48,优
2022-07-13 周三,2022-07-13,07-13,周三,晴,37,29,8,西南风2级,西南风,2级,50 优,50,优
2022-07-14 周四,2022-07-14,07-14,周四,多云~晴,37,30,7,西南风2级,西南风,2级,59 良,59,良
2022-07-15 周五,2022-07-15,07-15,周五,多云,38,29,9,西南风3级,西南风,3级,56 良,56,良
2022-07-16 周六,2022-07-16,07-16,周六,多云,37,30,7,西南风3级,西南风,3级,51 良,51,良
2022-07-17 周日,2022-07-17,07-17,周日,多云~中雨,36,27,9,西南风2级,西南风,2级,43 优,43,优
2022-07-18 周一,2022-07-18,07-18,周一,中雨~雷阵雨,31,27,4,西南风2级,西南风,2级,26 优,26,优
2022-07-19 周二,2022-07-19,07-19,周二,小雨~多云,31,28,3,西南风2级,西南风,2级,33 优,33,优
2022-07-20 周三,2022-07-20,07-20,周三,多云~晴,35,29,6,西南风3级,西南风,3级,35 优,35,优
2022-07-21 周四,2022-07-21,07-21,周四,多云~晴,35,29,6,西南风3级,西南风,3级,44 优,44,优
2022-07-22 周五,2022-07-22,07-22,周五,晴,37,30,7,西南风3级,西南风,3级,39 优,39,优
2022-07-23 周六,2022-07-23,07-23,周六,多云~晴,38,29,9,西南风3级,西南风,3级,40 优,40,优
2022-07-24 周日,2022-07-24,07-24,周日,多云,37,28,9,西南风2级,西南风,2级,42 优,42,优
2022-07-25 周一,2022-07-25,07-25,周一,晴,38,29,9,西南风2级,西南风,2级,49 优,49,优
2022-07-26 周二,2022-07-26,07-26,周二,多云~晴,37,30,7,西南风2级,西南风,2级,56 良,56,良
2022-07-27 周三,2022-07-27,07-27,周三,多云~晴,39,30,9,西南风2级,西南风,2级,57 良,57,良
2022-07-28 周四,2022-07-28,07-28,周四,多云,39,30,9,西南风2级,西南风,2级,59 良,59,良
2022-07-29 周五,2022-07-29,07-29,周五,阴~多云,35,28,7,东北风2级,东北风,2级,34 优,34,优
2022-07-30 周六,2022-07-30,07-30,周六,小雨~多云,33,28,5,西北风2级,西北风,2级,32 优,32,优
2022-07-31 周日,2022-07-31,07-31,周日,多云,35,28,7,北风1级,北风,1级,47 优,47,优
2022-08-01 周一,2022-08-01,08-01,周一,多云,36,29,7,东北风2级,东北风,2级,49 优,49,优
2022-08-02 周二,2022-08-02,08-02,周二,多云,37,29,8,东北风1级,东北风,1级,57 良,57,良
2022-08-03 周三,2022-08-03,08-03,周三,多云,35,29,6,东风2级,东风,2级,56 良,56,良
2022-08-04 周四,2022-08-04,08-04,周四,晴,36,29,7,南风2级,南风,2级,40 优,40,优
2022-08-05 周五,2022-08-05,08-05,周五,多云,34,29,5,西南风3级,西南风,3级,23 优,23,优
2022-08-06 周六,2022-08-06,08-06,周六,多云~晴,35,29,6,西南风3级,西南风,3级,23 优,23,优
2022-08-07 周日,2022-08-07,08-07,周日,多云,37,28,9,西南风2级,西南风,2级,34 优,34,优
2022-08-08 周一,2022-08-08,08-08,周一,晴,36,28,8,南风2级,南风,2级,26 优,26,优
2022-08-09 周二,2022-08-09,08-09,周二,晴,37,29,8,西南风2级,西南风,2级,33 优,33,优
2022-08-10 周三,2022-08-10,08-10,周三,多云~晴,37,29,8,西南风2级,西南风,2级,36 优,36,优
2022-08-11 周四,2022-08-11,08-11,周四,多云~晴,36,30,6,西南风2级,西南风,2级,31 优,31,优
2022-08-12 周五,2022-08-12,08-12,周五,多云~晴,37,30,7,西南风3级,西南风,3级,33 优,33,优
2022-08-13 周六,2022-08-13,08-13,周六,多云~晴,38,30,8,西南风2级,西南风,2级,28 优,28,优
2022-08-14 周日,2022-08-14,08-14,周日,多云~晴,37,30,7,西南风2级,西南风,2级,28 优,28,优
2022-08-15 周一,2022-08-15,08-15,周一,多云~晴,38,31,7,西南风2级,西南风,2级,42 优,42,优
2022-08-16 周二,2022-08-16,08-16,周二,多云~晴,38,30,8,西南风2级,西南风,2级,44 优,44,优
2022-08-17 周三,2022-08-17,08-17,周三,多云~晴,39,31,8,西南风2级,西南风,2级,45 优,45,优
2022-08-18 周四,2022-08-18,08-18,周四,多云~晴,39,31,8,东南风2级,东南风,2级,38 优,38,优
2022-08-19 周五,2022-08-19,08-19,周五,多云~晴,38,31,7,西南风2级,西南风,2级,33 优,33,优
2022-08-20 周六,2022-08-20,08-20,周六,多云~晴,37,30,7,西南风3级,西南风,3级,25 优,25,优
2022-08-21 周日,2022-08-21,08-21,周日,多云~晴,36,30,6,西南风3级,西南风,3级,26 优,26,优
2022-08-22 周一,2022-08-22,08-22,周一,晴,38,31,7,西南风3级,西南风,3级,31 优,31,优
2022-08-23 周二,2022-08-23,08-23,周二,多云,39,30,9,东北风2级,东北风,2级,48 优,48,优
2022-08-24 周三,2022-08-24,08-24,周三,多云~晴,37,29,8,东北风3级,东北风,3级,61 良,61,良
2022-08-25 周四,2022-08-25,08-25,周四,多云~晴,37,29,8,西南风2级,西南风,2级,50 优,50,优
2022-08-26 周五,2022-08-26,08-26,周五,多云~晴,36,29,7,西南风3级,西南风,3级,29 优,29,优
2022-08-27 周六,2022-08-27,08-27,周六,多云,38,28,10,北风2级,北风,2级,45 优,45,优
2022-08-28 周日,2022-08-28,08-28,周日,多云,37,29,8,东北风2级,东北风,2级,50 优,50,优
2022-08-29 周一,2022-08-29,08-29,周一,多云,37,27,10,东北风2级,东北风,2级,32 优,32,优
2022-08-30 周二,2022-08-30,08-30,周二,多云,33,25,8,北风3级,北风,3级,47 优,47,优
2022-08-31 周三,2022-08-31,08-31,周三,多云,29,23,6,北风3级,北风,3级,39 优,39,优
2022-09-01 周四,2022-09-01,09-01,周四,多云,26,23,3,北风3级,北风,3级,39 优,39,优
2022-09-02 周五,2022-09-02,09-02,周五,雾~多云,31,23,8,北风3级,北风,3级,56 良,56,良
2022-09-03 周六,2022-09-03,09-03,周六,多云,28,24,4,北风3级,北风,3级,39 优,39,优
2022-09-04 周日,2022-09-04,09-04,周日,多云,33,24,9,西北风3级,西北风,3级,48 优,48,优
2022-09-05 周一,2022-09-05,09-05,周一,晴,34,25,9,北风2级,北风,2级,56 良,56,良
2022-09-06 周二,2022-09-06,09-06,周二,晴~多云,36,25,11,东北风2级,东北风,2级,54 良,54,良
2022-09-07 周三,2022-09-07,09-07,周三,多云,36,26,10,东北风2级,东北风,2级,57 良,57,良
2022-09-08 周四,2022-09-08,09-08,周四,多云,35,25,10,东北风3级,东北风,3级,72 良,72,良
2022-09-09 周五,2022-09-09,09-09,周五,多云,34,25,9,东北风3级,东北风,3级,70 良,70,良
2022-09-10 周六,2022-09-10,09-10,周六,多云,33,24,9,东北风2级,东北风,2级,62 良,62,良
2022-09-11 周日,2022-09-11,09-11,周日,多云~晴,33,24,9,东北风3级,东北风,3级,53 良,53,良
2022-09-12 周一,2022-09-12,09-12,周一,晴,34,24,10,东北风3级,东北风,3级,62 良,62,良
2022-09-13 周二,2022-09-13,09-13,周二,晴~多云,32,24,8,北风3级,北风,3级,52 良,52,良
2022-09-14 周三,2022-09-14,09-14,周三,多云,32,24,8,北风3级,北风,3级,33 优,33,优
2022-09-15 周四,2022-09-15,09-15,周四,晴~多云,32,24,8,西北风2级,西北风,2级,44 优,44,优
2022-09-16 周五,2022-09-16,09-16,周五,晴,33,25,8,北风2级,北风,2级,56 良,56,良
2022-09-17 周六,2022-09-17,09-17,周六,晴,34,25,9,东北风2级,东北风,2级,57 良,57,良
2022-09-18 周日,2022-09-18,09-18,周日,晴,34,25,9,东北风3级,东北风,3级,56 良,56,良
2022-09-19 周一,2022-09-19,09-19,周一,晴,34,23,11,东北风3级,东北风,3级,52 良,52,良
2022-09-20 周二,2022-09-20,09-20,周二,多云,30,23,7,北风3级,北风,3级,62 良,62,良
2022-09-21 周三,2022-09-21,09-21,周三,多云~阴,28,22,6,北风3级,北风,3级,62 良,62,良
2022-09-22 周四,2022-09-22,09-22,周四,多云,28,23,5,北风2级,北风,2级,52 良,52,良
2022-09-23 周五,2022-09-23,09-23,周五,多云,30,22,8,北风3级,北风,3级,56 良,56,良
2022-09-24 周六,2022-09-24,09-24,周六,多云,30,21,9,东北风3级,东北风,3级,71 良,71,良
2022-09-25 周日,2022-09-25,09-25,周日,多云,30,22,8,东北风3级,东北风,3级,57 良,57,良
2022-09-26 周一,2022-09-26,09-26,周一,晴,32,23,9,东北风2级,东北风,2级,74 良,74,良
2022-09-27 周二,2022-09-27,09-27,周二,晴,33,24,9,东北风3级,东北风,3级,63 良,63,良
2022-09-28 周三,2022-09-28,09-28,周三,晴~多云,32,23,9,东北风3级,东北风,3级,64 良,64,良
2022-09-29 周四,2022-09-29,09-29,周四,晴~多云,33,25,8,东北风2级,东北风,2级,70 良,70,良
2022-09-30 周五,2022-09-30,09-30,周五,晴,36,27,9,东北风2级,东北风,2级,71 良,71,良
2022-10-01 周六,2022-10-01,10-01,周六,晴,37,28,9,南风2级,南风,2级,62 良,62,良
2022-10-02 周日,2022-10-02,10-02,周日,晴,37,28,9,西南风2级,西南风,2级,44 优,44,优
2022-10-03 周一,2022-10-03,10-03,周一,晴,38,27,11,西南风2级,西南风,2级,44 优,44,优
2022-10-04 周二,2022-10-04,10-04,周二,多云,33,19,14,北风4级,北风,4级,214 重度,214,重度
2022-10-05 周三,2022-10-05,10-05,周三,多云~阴,18,16,2,北风3级,北风,3级,49 优,49,优
2022-10-06 周四,2022-10-06,10-06,周四,小雨,16,15,1,北风3级,北风,3级,26 优,26,优
2022-10-07 周五,2022-10-07,10-07,周五,多云~小雨,15,14,1,北风3级,北风,3级,18 优,18,优
2022-10-08 周六,2022-10-08,10-08,周六,多云~小雨,17,16,1,北风2级,北风,2级,29 优,29,优
2022-10-09 周日,2022-10-09,10-09,周日,小雨~多云,21,13,8,西北风3级,西北风,3级,29 优,29,优
2022-10-10 周一,2022-10-10,10-10,周一,晴,21,12,9,北风3级,北风,3级,47 优,47,优
2022-10-11 周二,2022-10-11,10-11,周二,多云~晴,22,13,9,东北风3级,东北风,3级,45 优,45,优
2022-10-12 周三,2022-10-12,10-12,周三,晴,23,14,9,东北风3级,东北风,3级,52 良,52,良
2022-10-13 周四,2022-10-13,10-13,周四,晴,24,15,9,东北风3级,东北风,3级,52 良,52,良
2022-10-14 周五,2022-10-14,10-14,周五,晴,26,17,9,北风3级,北风,3级,57 良,57,良
2022-10-15 周六,2022-10-15,10-15,周六,晴,26,17,9,北风3级,北风,3级,57 良,57,良
2022-10-16 周日,2022-10-16,10-16,周日,晴,27,18,9,北风3级,北风,3级,56 良,56,良
2022-10-17 周一,2022-10-17,10-17,周一,多云~晴,25,14,11,东北风4级,东北风,4级,73 良,73,良
2022-10-18 周二,2022-10-18,10-18,周二,晴,22,13,9,东北风4级,东北风,4级,50 优,50,优
2022-10-19 周三,2022-10-19,10-19,周三,晴,23,14,9,东北风3级,东北风,3级,53 良,53,良
2022-10-20 周四,2022-10-20,10-20,周四,多云,25,15,10,东北风2级,东北风,2级,54 良,54,良
2022-10-21 周五,2022-10-21,10-21,周五,晴,28,18,10,东北风2级,东北风,2级,59 良,59,良
2022-10-22 周六,2022-10-22,10-22,周六,晴,29,18,11,东北风3级,东北风,3级,61 良,61,良
2022-10-23 周日,2022-10-23,10-23,周日,晴,27,18,9,北风3级,北风,3级,73 良,73,良
2022-10-24 周一,2022-10-24,10-24,周一,多云,25,18,7,东北风3级,东北风,3级,75 良,75,良
2022-10-25 周二,2022-10-25,10-25,周二,多云~阴,23,18,5,东北风2级,东北风,2级,58 良,58,良
2022-10-26 周三,2022-10-26,10-26,周三,多云~阴,25,18,7,东北风2级,东北风,2级,58 良,58,良
2022-10-27 周四,2022-10-27,10-27,周四,小雨,16,15,1,北风3级,北风,3级,60 良,60,良
2022-10-28 周五,2022-10-28,10-28,周五,小雨~阴,18,16,2,北风3级,北风,3级,32 优,32,优
2022-10-29 周六,2022-10-29,10-29,周六,多云,21,15,6,北风3级,北风,3级,53 良,53,良
2022-10-30 周日,2022-10-30,10-30,周日,晴~多云,24,16,8,北风3级,北风,3级,57 良,57,良
2022-10-31 周一,2022-10-31,10-31,周一,晴~多云,24,16,8,北风4级,北风,4级,58 良,58,良
2022-11-01 周二,2022-11-01,11-01,周二,多云~晴,24,16,8,东北风3级,东北风,3级,63 良,63,良
2022-11-02 周三,2022-11-02,11-02,周三,晴~多云,25,17,8,东北风3级,东北风,3级,51 良,51,良
2022-11-03 周四,2022-11-03,11-03,周四,多云~阴,21,17,4,东北风1级,东北风,1级,68 良,68,良
2022-11-04 周五,2022-11-04,11-04,周五,小雨~多云,18,15,3,东北风3级,东北风,3级,61 良,61,良
2022-11-05 周六,2022-11-05,11-05,周六,晴,21,14,7,东北风2级,东北风,2级,53 良,53,良
2022-11-06 周日,2022-11-06,11-06,周日,多云~晴,20,14,6,东南风2级,东南风,2级,56 良,56,良
2022-11-07 周一,2022-11-07,11-07,周一,晴,25,16,9,东北风1级,东北风,1级,60 良,60,良
2022-11-08 周二,2022-11-08,11-08,周二,晴~多云,26,17,9,东北风2级,东北风,2级,58 良,58,良
2022-11-09 周三,2022-11-09,11-09,周三,多云~晴,28,18,10,东北风1级,东北风,1级,72 良,72,良
2022-11-10 周四,2022-11-10,11-10,周四,晴,30,19,11,东北风2级,东北风,2级,63 良,63,良
2022-11-11 周五,2022-11-11,11-11,周五,多云~晴,32,20,12,东北风2级,东北风,2级,59 良,59,良
2022-11-12 周六,2022-11-12,11-12,周六,晴~多云,32,15,17,西北风3级,西北风,3级,60 良,60,良
2022-11-13 周日,2022-11-13,11-13,周日,多云~阴,21,13,8,北风4级,北风,4级,58 良,58,良
2022-11-14 周一,2022-11-14,11-14,周一,小雨,14,12,2,北风2级,北风,2级,44 优,44,优
2022-11-15 周二,2022-11-15,11-15,周二,雾~小雨,15,12,3,东北风1级,东北风,1级,45 优,45,优
2022-11-16 周三,2022-11-16,11-16,周三,小雨,15,12,3,东北风2级,东北风,2级,42 优,42,优
2022-11-17 周四,2022-11-17,11-17,周四,多云~小雨,15,14,1,东北风2级,东北风,2级,33 优,33,优
2022-11-18 周五,2022-11-18,11-18,周五,暴雨~阴,15,14,1,北风2级,北风,2级,45 优,45,优
2022-11-19 周六,2022-11-19,11-19,周六,雾~阴,18,14,4,北风1级,北风,1级,36 优,36,优
2022-11-20 周日,2022-11-20,11-20,周日,雾~多云,21,15,6,东北风1级,东北风,1级,52 良,52,良
2022-11-21 周一,2022-11-21,11-21,周一,多云~小雨,23,16,7,东北风2级,东北风,2级,50 优,50,优
2022-11-22 周二,2022-11-22,11-22,周二,多云,19,15,4,北风3级,北风,3级,43 优,43,优
2022-11-23 周三,2022-11-23,11-23,周三,多云,21,14,7,北风3级,北风,3级,37 优,37,优
2022-11-24 周四,2022-11-24,11-24,周四,雾~阴,21,15,6,东北风2级,东北风,2级,47 优,47,优
2022-11-25 周五,2022-11-25,11-25,周五,雾~多云,20,15,5,南风1级,南风,1级,65 良,65,良
2022-11-26 周六,2022-11-26,11-26,周六,多云,22,15,7,东风1级,东风,1级,82 良,82,良
2022-11-27 周日,2022-11-27,11-27,周日,阴~小雨,18,17,1,东南风2级,东南风,2级,46 优,46,优
2022-11-28 周一,2022-11-28,11-28,周一,大雨~暴雨,24,14,10,东南风2级,东南风,2级,26 优,26,优
2022-11-29 周二,2022-11-29,11-29,周二,小雨,13,5,8,北风4级,北风,4级,19 优,19,优
2022-11-30 周三,2022-11-30,11-30,周三,多云~雨夹雪,3,1,2,北风4级,北风,4级,32 优,32,优
2022-12-01 周四,2022-12-01,12-01,周四,小雪~小雨,1,0,1,北风3级,北风,3级,-,0,
2022-12-02 周五,2022-12-02,12-02,周五,多云~阴,4,3,1,北风2级,北风,2级,-,0,
2022-12-03 周六,2022-12-03,12-03,周六,中雨~小雨,6,5,1,北风2级,北风,2级,-,0,
2022-12-04 周日,2022-12-04,12-04,周日,小雨,6,5,1,北风3级,北风,3级,-,0,
2022-12-05 周一,2022-12-05,12-05,周一,多云~阴,6,4,2,西北风3级,西北风,3级,-,0,
2022-12-06 周二,2022-12-06,12-06,周二,多云~阴,10,8,2,北风2级,北风,2级,-,0,
2022-12-07 周三,2022-12-07,12-07,周三,雾~多云,10,8,2,东北风1级,东北风,1级,-,0,
2022-12-08 周四,2022-12-08,12-08,周四,多云,14,9,5,东北风1级,东北风,1级,-,0,
2022-12-09 周五,2022-12-09,12-09,周五,多云,15,8,7,北风2级,北风,2级,-,0,
2022-12-10 周六,2022-12-10,12-10,周六,多云,15,6,9,北风3级,北风,3级,-,0,
2022-12-11 周日,2022-12-11,12-11,周日,多云~阴,8,4,4,北风4级,北风,4级,-,0,
2022-12-12 周一,2022-12-12,12-12,周一,多云~晴,12,4,8,北风3级,北风,3级,-,0,
2022-12-13 周二,2022-12-13,12-13,周二,晴~多云,14,4,10,东北风3级,东北风,3级,-,0,
2022-12-14 周三,2022-12-14,12-14,周三,晴,14,4,10,东北风3级,东北风,3级,-,0,
2022-12-15 周四,2022-12-15,12-15,周四,多云,13,7,6,东风2级,东风,2级,-,0,
2022-12-16 周五,2022-12-16,12-16,周五,多云~雨夹雪,9,2,7,北风4级,北风,4级,-,0,
2022-12-17 周六,2022-12-17,12-17,周六,多云~晴,9,-1,10,西北风5级,西北风,5级,-,0,
2022-12-18 周日,2022-12-18,12-18,周日,晴,9,0,9,西北风1级,西北风,1级,-,0,
2022-12-19 周一,2022-12-19,12-19,周一,晴,12,2,10,东南风1级,东南风,1级,-,0,
2022-12-20 周二,2022-12-20,12-20,周二,多云,10,3,7,东北风1级,东北风,1级,-,0,
2022-12-21 周三,2022-12-21,12-21,周三,晴,15,3,12,西南风2级,西南风,2级,-,0,
2022-12-22 周四,2022-12-22,12-22,周四,晴,13,1,12,东北风3级,东北风,3级,-,0,
2022-12-23 周五,2022-12-23,12-23,周五,晴,11,2,9,东北风2级,东北风,2级,-,0,
2022-12-24 周六,2022-12-24,12-24,周六,晴,13,3,10,东北风2级,东北风,2级,-,0,
2022-12-25 周日,2022-12-25,12-25,周日,晴~多云,13,4,9,东北风2级,东北风,2级,-,0,
2022-12-26 周一,2022-12-26,12-26,周一,多云,9,5,4,东北风3级,东北风,3级,-,0,
2022-12-27 周二,2022-12-27,12-27,周二,多云~小雨,9,4,5,北风3级,北风,3级,-,0,
2022-12-28 周三,2022-12-28,12-28,周三,小雨,5,2,3,西北风2级,西北风,2级,-,0,
2022-12-29 周四,2022-12-29,12-29,周四,小雨~多云,4,2,2,西北风3级,西北风,3级,-,0,
2022-12-30 周五,2022-12-30,12-30,周五,多云~晴,9,3,6,东北风2级,东北风,2级,-,0,
2022-12-31 周六,2022-12-31,12-31,周六,雾~多云,10,6,4,东北风2级,东北风,2级,73 良,73,良
2023-01-01 周日,2023-01-01,01-01,周日,多云,12,6,6,北风2级,北风,2级,84 良,84,良
2023-01-02 周一,2023-01-02,01-02,周一,多云,8,6,2,北风3级,北风,3级,76 良,76,良
2023-01-03 周二,2023-01-03,01-03,周二,多云,10,6,4,东北风3级,东北风,3级,108 轻度,108,轻度
2023-01-04 周三,2023-01-04,01-04,周三,多云,13,6,7,东北风2级,东北风,2级,50 优,50,优
2023-01-05 周四,2023-01-05,01-05,周四,多云~晴,14,8,6,东北风2级,东北风,2级,60 良,60,良
2023-01-06 周五,2023-01-06,01-06,周五,雾~晴,17,7,10,西北风1级,西北风,1级,85 良,85,良
2023-01-07 周六,2023-01-07,01-07,周六,多云~晴,18,6,12,东南风1级,东南风,1级,108 轻度,108,轻度
2023-01-08 周日,2023-01-08,01-08,周日,多云,20,9,11,南风2级,南风,2级,115 轻度,115,轻度
2023-01-09 周一,2023-01-09,01-09,周一,多云~晴,18,8,10,东北风1级,东北风,1级,92 良,92,良
2023-01-10 周二,2023-01-10,01-10,周二,多云~晴,16,6,10,东北风3级,东北风,3级,166 中度,166,中度
2023-01-11 周三,2023-01-11,01-11,周三,多云~雷阵雨,17,13,4,东南风1级,东南风,1级,130 轻度,130,轻度
2023-01-12 周四,2023-01-12,01-12,周四,小雨~中雨,16,14,2,西南风2级,西南风,2级,100 良,100,良
2023-01-13 周五,2023-01-13,01-13,周五,中雨,21,11,10,南风1级,南风,1级,38 优,38,优
2023-01-14 周六,2023-01-14,01-14,周六,阴~小雪,11,1,10,北风4级,北风,4级,24 优,24,优
2023-01-15 周日,2023-01-15,01-15,周日,中雪~多云,1,-1,2,北风4级,北风,4级,32 优,32,优
2023-01-16 周一,2023-01-16,01-16,周一,晴~多云,3,1,2,北风3级,北风,3级,51 良,51,良
2023-01-17 周二,2023-01-17,01-17,周二,阴~多云,5,0,5,北风2级,北风,2级,59 良,59,良
2023-01-18 周三,2023-01-18,01-18,周三,晴~多云,9,3,6,东北风2级,东北风,2级,66 良,66,良
2023-01-19 周四,2023-01-19,01-19,周四,多云,8,3,5,东北风1级,东北风,1级,73 良,73,良
2023-01-20 周五,2023-01-20,01-20,周五,多云,11,6,5,东北风3级,东北风,3级,84 良,84,良
2023-01-21 周六,2023-01-21,01-21,周六,多云~小雨,10,6,4,东北风2级,东北风,2级,100 良,100,良
2023-01-22 周日,2023-01-22,01-22,周日,小雨,7,6,1,北风2级,北风,2级,102 轻度,102,轻度
2023-01-23 周一,2023-01-23,01-23,周一,雾~多云,7,1,6,西北风3级,西北风,3级,76 良,76,良
2023-01-24 周二,2023-01-24,01-24,周二,多云~晴,6,-2,8,北风4级,北风,4级,95 良,95,良
2023-01-25 周三,2023-01-25,01-25,周三,晴,5,0,5,东风1级,东风,1级,60 良,60,良
2023-01-26 周四,2023-01-26,01-26,周四,多云,5,1,4,东北风1级,东北风,1级,65 良,65,良
2023-01-27 周五,2023-01-27,01-27,周五,晴,8,-2,10,东北风3级,东北风,3级,88 良,88,良
2023-01-28 周六,2023-01-28,01-28,周六,晴,9,-1,10,北风2级,北风,2级,71 良,71,良
2023-01-29 周日,2023-01-29,01-29,周日,晴,12,1,11,西南风1级,西南风,1级,62 良,62,良
2023-01-30 周一,2023-01-30,01-30,周一,晴,15,2,13,南风2级,南风,2级,79 良,79,良
2023-01-31 周二,2023-01-31,01-31,周二,晴,21,9,12,西南风2级,西南风,2级,79 良,79,良
